,id,time,title,content,info,available
57,274,2018-05-29,[5.05]《战神》中文版（添加MD5）,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1aBjX0lxIndGcdII5AzMXCQ  密码: yrvt解压密码：daj0668Benladen注：本人已亲自测试，一次解压成功。。。版本 1.0（新补丁需要5.50+）MD5从百度云获取的，供参考：1-98805473d6bb78aeaed0bcb8a650ff09ee07c586f29860081f493623a1439200eb772449684eb692ee7a8e96419b63426d788c840c0e0823ce2db708bd274286ad96bc6b20461438a400f2bdb8893397e518f6fd2ec54d85b22d4fae80c174c86b523f780d208e13e338c95a26c89818b7f48a48c62e82007d558f25fc5fab468f11ed0beece5a8bbddfb5e44787965a8关于提醒001解压错误，7z格式原因，不一定是001错误！！请看这个文章：http://www.ksohu.com/?id=275 必须5.05破解才能玩！！感谢网友提醒。来源：http://bbs.duowan.com/thread-46323407-1-1.html󰄼 赞 576 赏󰄯 分享,动作类,True
58,273,2018-05-29,[5.05]《如龙 极2》港版 中文版 1.06,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1xLlioS1uEo1IvZTjPhoaPA  密码: z8az解压密码：躺倒之龙来源：http://bbs.duowan.com/thread-46324323-1-1.html󰄼 赞 183 赏󰄯 分享,动作类,True
59,272,2018-05-29,[5.05]《Djmax Respect》日版（补丁+dlc）,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1xY3wYFRSRQNe_iJ_iXayMw  密码: m92zDjmax Respect 日版 1.06 本体+补丁+全dlc链接:https://pan.baidu.com/s/1LmRIpgNjAwd6xFmyWDRlxQ 密码:1abc来源：http://bbs.duowan.com/thread-46324404-1-1.html󰄼 赞 26 赏󰄯 分享,其他类型,True
60,271,2018-05-29,[5.05]《超级机器人大战X》中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1cGwDz_1OsCUVe85B90ELsg 密码: b2n7MD5：5fc313dbbd3967208a87dfd11b3b2ba3英文名称：Super Robot Taisen X游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2018-03-29《超级机器人大战X》将带来更加优秀的游戏系统及画面。同时，本作将采用全新的世界观，就算是没有玩过《超级机器人大战》系列的玩家也可放心享用这一部完结的剧情。《超级机器人大战X》参战作品一览：无敌钢人泰坦3，圣战士丹拜因，圣战士丹拜因：New Story of Aura Battler Dunbine，机动战士Z高达，机动战士高达ZZ，机动战士高达：逆袭的夏亚，机动战士高达：逆袭的夏亚 贝托蒂卡的子嗣，机动战士高达F91，机动战士海盗高达：钢铁的7人，新机动战记高达W：无尽的华尔兹，魔神英雄传，高达G之复国运动，Buddy Complex，Buddy Complex完结篇，蓝宝石之谜，勇者特急，叛逆的鲁路修，CROSS ANGE：天使与龙的轮舞，真魔神Z篇，魔神凯撒，真魔神ZEROvs暗黑大将军，天元突破红莲螺岩，天元突破红莲螺岩剧场版：螺岩篇。来源：http://bbs.duowan.com/thread-46324378-1-1.html󰄼 赞 116 赏󰄯 分享,动作类,True
61,270,2018-05-29,[5.05]《怪物猎人 世界》繁体中文版（2.0版本！）,您已评论，请查看如下隐藏内容哦！链接：https://pan.baidu.com/s/1_JkpoNtKj-vvFUeD2DXjOw  密码：kO88补丁：链接: https://pan.baidu.com/s/1KKMGseYu_40QTzLsw3VVBA 密码: ejnwMD5在下面！游戏版本2.0，还不快更新。英文名称：Monster Hunter - World游戏语言：中文(非国行)开发厂商：Capcom发行厂商：Capcom发售日期：2018-01-26《怪物猎人 世界》将会踏足新的未知世界，玩家可以在这未知的大陆上冒险，而且本作不会像以往般「一格格」的地图，而是完全开放式地图，玩得更畅快。 玩家可以自由自在地在未知的世界中冒险，亦可以接下任务来赚取金钱或打装备。 有单机模式外，更可以连线上网合共最多4名玩家一同连线打任务。不多说，低调吧。感谢黎斗兄上传！来源：psvita破解群 黎斗（贴吧聖域）MD5：从百度云获取1、    38c2ebf70c1c61551346eaf91a58a588    2、    229ec59b9be68ff1d3b0886051edc19e    3、    e7774f7bac7972bfafa26286477fd736    4、    bd11ad137f0c8713222d8be30bd9b655    5、    4c2f1dc5de93e808be1d9aca46ae79d5    6、    ee0d45f688d5b60ba178deeeaa6a6445    7、    b0308bd04f8de1e641b8ffc63462538c    8、    6726e9542e3a28b8b204230824f94f9c    9、    694cd420b964ef6206a01f4c5993e263    10、    59fe5b568770b165e5a59784b7822e9e    11、    3b51791f695642bb161f39cfa55ddee3    12、    5c6d10111d60d91fdbc7e5c05e6c5bdf    13、    291864a03c26992146c7eb6eecb60b30    14、    a10ca59fc669e91e91bdd2c7ecb22c1d    15、    15dde15f84f995943b7133977051e765    16、    29f317f73d0ed34c84c7c8d704e72a11    17、    0da6df0875171978469b023fd940adad    18、    45d5c019f4dcaf7ef100d44a1ee5bbb9    19、    2d7288d87ee7243258a6b76abe2b6afc    20、    f27d57a22b23b5829445ac2843420d07    21、    9cb16f8d094a1bc9624a386c05f0b70e    22、    607003af3e1eb59d3981658671ebfa81    23、    d391b24e29ffcb0249006cfd64e87ec1    24、    d6ab247cedb3d6127dde07cc698408dd    25、    4c71dc229ce53457eff80186e32c0694    26、    34b67575395957a45b3e0394c15adadb    27、    dd70f4ebf80799f4c0e109c0d2a622af    28、    751f1448068c66654a802a5387870a49    1.06补丁    89ebb86bd6720cd2ca62338c175c6c05󰄼 赞 435 赏󰄯 分享,动作类,True
62,269,2018-05-28,[5.05]《英雄传说 闪之轨迹3》日文版,没文化了，失误。您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1VDtz40Re3bMHCpw9njaYYA  密码: x4dp转自psvita破解群 Pi󰄼 赞 40 赏󰄯 分享,角色扮演,True
63,268,2018-05-28,《刺客信条 编年史 三部曲合集》中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1EldwC3uE5FR56lf5SYB8jg  密码: mjnx英文名称：Assassin's Creed Chronicles / Assassin's Creed Chronicles Trilogy Pack游戏原名：アサシン クリード クロニクル游戏语言：中文(非国行)开发厂商：Ubisoft发行厂商：Ubisoft该作由Climax打造，同育碧蒙特利尔合作，玩家可游玩三个不同国家文化的刺客，包括明朝即将覆灭期间的中国刺客Shao Jun，锡克帝国与东印度公司交战期间的印度刺客Arbaaz Mir，以及十月革命之后的俄罗斯刺客Nikolai Orelov，三款作品包含独特的画风，剧情，但整体架构相联系。中国采用水墨风，印度采用鲜艳色彩风，俄罗斯采用宣传画风。《刺客信条 编年史 中国篇》，设定1526年的明朝，扮演中国兄弟会的最后一位刺客，从意大利回国展开复仇与重塑兄弟会行动，由Ezio传奇刺客训练。《刺客信条 编年史 印度篇》，设定1841年，锡克帝国与东印度公司交战期间，一位圣殿大师拿到一件本属刺客的神秘物件，刺客Arbaaz Mir必须重夺，同时保护他的朋友和爱人。《刺客信条 编年史 俄罗斯篇》，设定1918年的俄罗斯，Nikolai Orelov想离开他的家庭，不过还必须完成最后一项刺客任务，渗入被布尔什维克控制的沙皇家族，盗取一件刺客与圣殿所争夺的伊甸圣器，期间，他看到了沙盒的孩子被屠杀，设法拯救公主阿纳斯塔西亚，他必须保护伊甸圣器和公主，同时逃脱皇宫。《刺客信条 编年史》作品均为2.5D卷轴玩法，还包括支线任务，圣器收集元素，每位刺客为不同作战方法，武器，技能。来源：http://bbs.duowan.com/thread-46323367-1-1.html󰄼 赞 25 赏󰄯 分享,动作类,True
64,267,2018-05-28,[5.05]《舞之灵》（支持VR）中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1KhY0yOvmU3-XClHeWERLhA  密码: 38qi来源：http://bbs.duowan.com/thread-46323269-1-1.html󰄼 赞 6 赏󰄯 分享,动作类,True
65,266,2018-05-23,《亚尔斯兰战记X无双》中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1fy0X6hOkbBAxHO2NS2YgUg  密码: tpgh解压密码？？见文件夹的TXT，全复制。英文名称：Arslan Senki X Musou / Arslan - The Warriors of Legend游戏原名：アルスラーン戦記×無双游戏语言：中文(非国行)开发厂商：Omega Force发行厂商：Koei Tecmo游戏类型：动作类根据人气动漫《阿尔斯兰战记》改编的新无双游戏，原作为《钢之炼金术师》作者荒川弘和日本著名科幻小说家田中芳树合作的作品，讲述帕尔斯王国因邻国鲁西达尼亚入侵而亡国，王太子亚尔斯兰复辟国家的故事。来源：http://bbs.duowan.com/thread-46316257-1-1.html󰄼 赞 7 赏󰄯 分享,动作类,True
66,265,2018-05-23,《耻辱2》 港版 中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/13I6svrGDwzmvrZpn7agRcg  密码: 32cw解压密码：第一次自DUMP分享不喜匆喷英文名称：Dishonored 2游戏语言：中文(非国行)开发厂商：Bethesda Softworks发行厂商：Bethesda Softworks发售日期：2016-11-11游戏类型：射击类来源：http://bbs.duowan.com/thread-46298623-1-1.html󰄼 赞 8 赏󰄯 分享,动作类,True
67,264,2018-05-23,《蝙蝠侠 秘密系谱》中文版,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1Fs8fH5gmaE4CkDs-9aXqbQ密码: 9yh8解压密码：gz死神bleachBatman - The Telltale Series来源：http://bbs.duowan.com/thread-46315684-1-1.html󰄼 赞 7 赏󰄯 分享,动作类,True
68,263,2018-05-11,4.55 破解 4.70游戏 《极品飞车20：复仇》美版英文,您已评论，请查看如下隐藏内容哦！链接: https://pan.baidu.com/s/1F3Sz2O6qOOFJTuWvJIHH3A  密码: u98y解压密码：UpBySoftstar4.55选VR破解4.05应该选HEN+VR破解来源：http://bbs.duowan.com/thread-46300071-1-1.html󰄼 赞 3 赏󰄯 分享,体育竞速,True
69,262,2018-05-10,《RIGS-机械化战斗联盟 VR》英文版,链接: https://pan.baidu.com/s/1ErLES7UdGCg9FC1omkLgxw 密码: dmqh来源：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46296091,射击类,True
70,261,2018-05-10,《苏菲的炼金工房 ：不可思议书的炼金术士》中文版,链接: https://pan.baidu.com/s/1SDBlIhBjKYjXbI2_K_uQ9Q  密码: 43uj来源：http://bbs.duowan.com/thread-46297257-1-1.html,角色扮演,True
71,260,2018-05-03,《VR卡丁车》英文版,链接: https://pan.baidu.com/s/1AiQUqF4MkslwFCJvo0sgRA  密码: izzj来源：http://bbs.duowan.com/thread-46288831-1-1.html,体育竞速,True
72,259,2018-05-03,《空中冲突 秘密战争》美版,链接: https://pan.baidu.com/s/1Z_yrE7M7m4mKAZ_zo38gBQ  密码: c7gg英文名称：Air Conflicts - Secret Wars游戏语言：英文开发厂商：U&I Entertainment发行厂商：U&I Entertainment发售日期：2017-04-04二战飞行模拟游戏《空中冲突 秘密战争》着重表现空中缠斗和逼真的视觉效果，并且支持多达8人的多人游戏模式。来源：http://bbs.duowan.com/t,射击类,True
73,258,2018-05-02,《吃豆人 锦标赛版2+街机游戏系列》英文版,链接: https://pan.baidu.com/s/10sJ6lKt23H_6z5ockL6tXA  密码: umee来自：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46280484&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline%26orderby%3Ddateline,其他类型,True
74,257,2018-05-02,《古墓丽影10》含v1.06补丁（添加英文语音及PS4Pro4K分辨率支持）,链接: https://pan.baidu.com/s/1w7qFUpgq3SHBdmTyVSoheA  密码: k3wa游戏解压密码：Alvin: 游戏已测试，放心玩补丁解压密码: 手上有高版本游戏的朋友请多分享游戏补丁来自：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46278947&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline%26orderby,动作类,True
75,255,2018-05-02,《地狱边境》简/繁体中文版,链接: https://pan.baidu.com/s/1Zd15Bbde2Po3To9uEQ9wdg  密码: zz7p来自：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46281816&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline%26orderby%3Ddateline,动作类,True
76,254,2018-04-23,《卡隆米亚 奥米加》英文版,链接: https://pan.baidu.com/s/1pUZ0sRK6KmuvQU03nkffdQ  密码: 4m9b英文名称：Kromaia Omega游戏语言：欧洲语言开发厂商：Kraken Empire发行厂商：Rising Star Games发售日期：2015-11-13基于Ogre Engine开发的一款画面绚丽的飞行射击类游戏。来源：http://bbs.duowan.com/thread-46271357-1-1.html,射击类,True
77,253,2018-04-23,《见证者》含中文版,"链接: https://pan.baidu.com/s/1megKGmjbhieq6Nb8NfBnAA  密码: q9em英文名称：The Witness游戏语言：英文开发厂商：Thekla, Inc发行厂商：JonathanBlow发售日期：2016-01-26JonathanBlow公司在PS4的发布会上公布了旗下的解谜游戏《见证者》（The Witness）登陆PS4平台的消息。本作是一款第一人称解谜游戏，玩家在游戏中需要解决很多复杂的迷宫。虽然是一款解谜游戏，但是在画面方面游戏",其他类型,True
78,252,2018-04-23,《终极版 漫画英雄 VS Capcom 3》美版 英文,链接: https://pan.baidu.com/s/16_FYNDPHL_DpaOUy79N2vg  密码: nad5解压密码：PSXHAX来源：http://bbs.duowan.com/thread-46272826-1-1.html,格斗类,True
79,251,2018-04-23,《进击的巨人》繁体中文版,链接: https://pan.baidu.com/s/16X8k4ecHNYwI8EOCo9UnhQ 密码: n95t解压密码：密码：这次有密码密码太皮了……来自：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46272214&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline%26orderby%3Ddateline,动作类,True
80,250,2018-04-20,《拳皇14》港版 中文版,链接: https://pan.baidu.com/s/10Nd7xuWVuHZJ3cO-bD_pQw  密码: iumy英文名称：The King of Fighters XIV游戏原名：ザ キング オブ ファイターズXIV游戏语言：中文(非国行)开发厂商：SNK Playmore发行厂商：SNK Playmore发售日期：2016-08-23《拳皇14》是系列的最新作品，也是游戏首次登陆PS4主机的作品，采用全3D的画面来为大家展现经典而熟悉的格斗游戏玩法。本次《拳皇14》讲述的是,格斗类,True
81,249,2018-04-20,《双截龙4》中文版,链接: https://pan.baidu.com/s/1HD3Zy69JGMacCQwoB0IM2Q  密码: pjfb英文名称：Double Dragon IV游戏原名：ダブルドラゴン IV游戏语言：日文开发厂商：Arc System Works发行厂商：Arc System Works发售日期：2017-02-08《双截龙》是 Technōs Japan 于 1987 年在大型电玩推出、之后移植到 FC 的动作游戏，叙述正义感十足的热血青年兄弟比利‧李（Billy Lee）与吉米,动作类,True
82,248,2018-04-16,《JOJO奇妙冒险 天堂之眼》中文版,链接: https://pan.baidu.com/s/1nd6y6PRNZRVLTcVQhVGGAA  密码: j79e英文名称：JoJo no Kimyou na Bouken - Eyes of Heaven / JoJo's Bizarre Adventure - Eyes of Heaven游戏原名：ジョジョの奇妙な冒険 アイズオブヘブン游戏语言：中文(非国行)开发厂商：CyberConnect2发行厂商：BNEI发售日期：2016-04-14继《JOJO奇妙冒险 全,格斗类,True
83,247,2018-04-16,《生化危机5》英文版,链接: https://pan.baidu.com/s/1zsMSFcRgzeu3ZIbQbd_TZg  密码: t4rv英文名称：Resident Evil 5 / BioHazard 5游戏语言：英文开发厂商：Capcom发行厂商：Capcom发售日期：2016-07-12故事发生在初代《生化危机》事件结束后的10年，从影像中来看克瑞斯的外貌已经变得相当成熟，而前作中故事的主线安布雷拉公司和STARTS小队也都已经不复存在，目前克瑞斯隶属于一个名为“BSAA”的组织，他也正是授命于,射击类,True
84,246,2018-04-16,《秋叶原妄想物语》（秋叶原之击)(中文版),链接: https://pan.baidu.com/s/1JCmXWhDEMYRi5QOYUgAZOA  密码: m4us解压密码9英文名称：AKIBA’S BEAT / Akiba's Beat游戏原名：AKIBA’S BEAT / アキバズビート游戏语言：中文(非国行)开发厂商：Acquire发行厂商：Acquire发售日期：2017-03-23《秋叶原之击》是《秋叶原之旅》制作组的新作，也是系列首个动作RPG。本作由《神圣之门》的高野康太担任监制，主題歌由ClariS担当,角色扮演,True
85,245,2018-04-12,PSV《新冰城传奇》、《桑塔 半精灵英雄》汉化版下载,这几个游戏是《新冰城传奇》、《桑塔 半精灵英雄》，还有之前发布了的《蒸汽世界 挖掘2》。《桑塔 半精灵英雄》汉化版 https://tieba.baidu.com/p/5650817559 《新冰城传奇》汉化版https://tieba.baidu.com/p/5650868116 PS4的桑塔半精灵英雄可以汉化移植了。实际上还有一个巨坑的汉化移植，幻舞少女之剑，和几个朋友研究多时，我打杂，最后字库为g1n格式，确实无能为力了，，希望有高手解决，，这个游戏移植了pc文本和字库，也修复了,其他类型,
86,244,2018-04-11,《横冲直撞4 癫狂》欧版 中文版,单PKG为升级补丁。链接: https://pan.baidu.com/s/1y8FjSiLL0IuxL_MTlFAICQ  密码: 9ty1英文名称：FlatOut 4 - Total Insanity游戏语言：欧洲语言开发厂商：Kylotonn Entertainment / Tiny Rebel Games发行厂商：PQube发售日期：2017-03-17作为经典系列，本次新作将由Kylotonn Entertainment以及制作《GTA》，《湾岸》，《生化奇兵》系列的厂商Ti,体育竞速,True
87,243,2018-04-11,《生化危机6》英文版,链接: https://pan.baidu.com/s/1ResoU_EPEhIfhZzdNMH57Q  密码: fu7x来源：http://bbs.duowan.com/thread-46253138-1-1.html,射击类,True
88,242,2018-04-10,《奇异世界 新塔斯特》英文版,链接: https://pan.baidu.com/s/1915oVzr2p89iZCuXPHJrBQ  密码: aqvs英文名称：Oddworld - Abe's Oddysee - New 'n' Tasty游戏语言：英文开发厂商：Just Add Water发行厂商：Oddworld Inhabitants发售日期：2014-07-22曾于1997年发售的高难度人气动作冒险游戏系列第一作《奇异世界 阿比逃亡记》。同作的全新重制作品《奇异世界 新塔斯特》将登,动作类,True
89,241,2018-04-09,PS4用PS2游戏《合金弹头合集》,链接: https://pan.baidu.com/s/1HOGpz7591Uqg_7nJXHk9lw  密码: ypj66 不能玩。经典游戏，适合双人。来源:http://bbs.duowan.com/thread-46174963-1-1.html,动作类,True
90,240,2018-04-09,《冥河 黑暗碎片》英文版,链接: https://pan.baidu.com/s/1EZ3VTo_rVNygNeRdA1MOvQ  密码: i4tv英文名称：Styx - Shards of Darkness游戏语言：欧洲语言开发厂商：Cyanide发行厂商：Focus Home Interactive发售日期：2017-03-14前作中，描绘了妖精“Styx”攻略カルト教徒的人们守护的Tower of Akenash的故事。在本作中，Styx也成功地潜入了被重重保护的黑暗精灵的首都Korangar，但是却发现,动作类,True
91,239,2018-04-09,《死侍》英文版,"链接: https://pan.baidu.com/s/1f8OKdnRdfh2PhARHVpBj2w  密码: 3wp8英文名称：Deadpool游戏语言：英文开发厂商：High Moon Studios发行厂商：Activision发售日期：2015-11-17死侍为Marvel公司创作的人气英雄,双武士刀和自动手枪是其标志性武器,而他本身也拥有金刚狼的自我修复能力,唯一的“缺点”就是满嘴废话。来源：http://bbs.duowan.com/thread-46252266-1-1",动作类,True
92,238,2018-04-09,《堡垒》英文版,链接: https://pan.baidu.com/s/1M3qA-oBBG5i3OZAiTkf53g  密码: gu5j英文名称：Bastion游戏语言：英文开发厂商：Supergiant Games发行厂商：Supergiant Games发售日期：2015-04-07《堡垒》是一个原创的动作角色扮演游戏，背景设定在一个郁郁葱葱的幻想世界中，玩家要为世界文明的最后幸存者而战，从过去留下来的残垣断壁基础上建立起一个全世界。玩家控制一个名叫Kid的小孩，在一场把世界分裂成大大小小的漂浮,动作类,True
93,237,2018-04-09,《堕落之王》国行 中文版,链接: https://pan.baidu.com/s/17ZBdaVwUUb-s--oFz6eCUA 密码: mue5英文名称：Lords of the Fallen - Complete Edition游戏语言：英文开发厂商：Deck 13发行厂商：City Interactive发售日期：2015-11-03《堕落之王 完整版》除了收录游戏本体外，还收录奖励战役“古代迷宫（the Ancient Labyrinth）”，在游戏中玩家将穿越一个“遗忘已久”的迷宫，充满了危险的谜题，,角色扮演,True
94,236,2018-04-08,《偶像大师 白金之星》中文版,建议用好压。密码见文件夹。链接: https://pan.baidu.com/s/1zJ5mJGpNcaP8udMgLYfn_w  密码: 83pr英文名称：The [email protected] - Platinum Stars游戏原名：アイドルマスター プラチナスターズ游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2016-09-28在本作中，依然是由所玩家操控的765新人监督的奋斗历程。故事的舞台是集训所，通过与13名偶像在生活中的深入交流，令演唱会获得成功，引导她,其他类型,True
95,235,2018-04-08,《猎鹰翱翔 VR》中文版,链接: https://pan.baidu.com/s/1F3byb6qFyQuHKeENw7A-TQ 密码: qkx9来源：http://bbs.duowan.com/forum.php?mod=viewthread&tid=46249478&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline%26orderby%3Ddateline,动作类,True
96,234,2018-04-05,《空中冲突 双重包》英文版,链接: https://pan.baidu.com/s/1sHhbaBCLHBk5Sdab_B9xag  密码: vvwu英文名称：Air Conflicts Double Pack游戏语言：英文开发厂商：Kalypso发行厂商：Kalypso发售日期：2016-09-20本作收录了《空中冲突 太平洋航母》和《空中冲突 越南》2款作品。来源：http://bbs.duowan.com/thread-46246578-1-1.html,射击类,True
97,233,2018-04-05,《几何战争3 维度》英文版 v1.03,1.0本体：链接：https://pan.baidu.com/s/1wXaNqenTdVjZFwO7-W9NXg  密码：br301.03补丁：链接：https://pan.baidu.com/s/1DFgYc7LO7cqKLLI1_VFtMQ 密码：d34a来源：http://bbs.duowan.com/thread-46247159-1-1.html,射击类,True
98,232,2018-04-05,《反重力赛车 欧米茄合集》欧版,链接：https://pan.baidu.com/s/1a6zaOp-bRCDOhVORZFzsVQ  密码：rjmo之前发错，感谢网友提供英文名称：Wipeout - Omega Collection游戏语言：欧洲语言开发厂商：SIE发行厂商：SIE发售日期：2017-06-07整合《反重力赛车HD》《反重力赛车HD 狂暴》和《反重力赛车2048》的全部内容，将提供26个赛道和46款飞船，收录所有经典背景音乐并加入新曲目。来源：http://bbs.duowan.com/thread,体育竞速,True
99,231,2018-04-05,《红心与斜线》欧版 中文版,链接：https://pan.baidu.com/s/1eE3UQmzTFa0f9p3E-4LfXQ  密码：qdk6红心与斜线 欧版英文名称：Heart&Slash游戏语言：欧洲语言开发厂商：AHEARTFULOFGAMES发行厂商：PQube发售日期：2016-07-01《红心与斜线》是一款带有Roguelike要素的3D动作游戏 ，既融入了类似洛克人系列的世界设定，又有着猎天使魔女般的动作体验。在本作的世界中，人类早已经消失，只剩下无数的机器人在QuAsSy(质量保证系统,动作类,True
100,230,2018-04-05,《地下城2》中文版,链接：https://pan.baidu.com/s/17GerFt2V6jq0s9kCf8ajXg  密码：p5k0英文名称：Dungeons 2游戏语言：中文(非国行)开发厂商：Kalypso发行厂商：Kalypso发售日期：2016-05-24这款画面华丽的地下城策略游戏颇有过去《地下城守护者》的风格，不过相比后者专注于杂兵的管理，这款游戏更注重英雄的使用。来源：http://bbs.duowan.com/thread-46245561-1-1.html,角色扮演,True
101,229,2018-04-05,《Fate/Extella》中文版,链接：https://pan.baidu.com/s/1EaHklLNvx0GA1xFD9sMwAQ  密码：3s67密码见网盘文件夹英文名称：Fate/Extella / Fate/Extella - The Umbral Star游戏原名：Fate/Extella フェイト/エクステラ游戏语言：中文(非国行)开发厂商：Marvelous发行厂商：Marvelous发售日期：2016-12-15本作为动作类玩法，玩家将会操作英灵以一敌多，有点类似无双的类型，而英灵除了自己的武器外，也,动作类,True
102,227,2018-04-03,《巨浪》欧版 英文版,链接: https://pan.baidu.com/s/1qGNVoipDPb3d_7_qw0l0ig  密码: xke5英文名称：The Surge游戏语言：欧洲语言开发厂商：Deck 13发行厂商：Focus Home Interactive发售日期：2017-05-16游戏背景设定在一个“反乌托邦式”的高度工业化未来，人们反抗压迫的，为生存而战。来源：http://bbs.duowan.com/thread-46237034-1-1.html,角色扮演,True
103,226,2018-04-03,《尘埃4》 欧版 英文版,链接: https://pan.baidu.com/s/1ql-6eFJyeidKRMOwOiEQYA  密码: 5nyh来源：http://bbs.duowan.com/thread-46241240-1-1.html,体育竞速,True
104,225,2018-04-02,[原创]《厕所穿越记》中文版（已上传）,根据美版移植中文。之前没有玩过PSV版本，但感觉还是有些朋友需要，上午移植了下PSV官方中文文本。链接：https://pan.baidu.com/s/1Pv2bt0AnHkoCFmANA3GvXQ  密码：9284解压密码：www.ksohu.com 转载请注明来源，谢谢。,动作类,True
105,224,2018-04-02,《双重黑暗》美版 英文版,链接: https://pan.baidu.com/s/1GAGBBdnfNzXqXJdPf829NQ 密码: a4yp英文名称：2Dark游戏语言：英文开发厂商：Gloomywood发行厂商：Gloomywood《双重黑暗》是一款2D俯视角的恐怖游戏，玩家将扮演史密斯先生，从连环杀手的魔掌中拯救孩子，本作的画风及其诡异，这也让这款作品看起来与别的恐怖游戏有很大的不同。来源：http://bbs.duowan.com/thread-46232827-1-1.html,动作类,True
106,223,2018-04-02,《毁灭战士》中文版,链接: https://pan.baidu.com/s/12I2wM503v2DEk7DQzcGQMg  密码: jhu5解压密码：加微信号 billy5208 入微信PS4主机交流群英文名称：Doom游戏语言：中文(非国行)开发厂商：id Software发行厂商：Bethesda Softworks发售日期：2016-05-13由第一人称射击游戏和多人死斗模式的鼻祖级开发商Software所开发的《毁灭战士》，伴随着残忍的杀戮与现代的射击体验又回来了。冷血的恶魔，破坏力惊人的枪械，,射击类,True
